Year,SERIES,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,DATA_LAST_UPDATE,CUST_BREAKDOWN_LB,Value
2012,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2013,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2014,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2015,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2016,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2017,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2018,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2019,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,45.3
2020,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2021,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2022,SP_LGL_LNDAGSEC,,,,,,,,,,,2023-09-07,,
2009,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2010,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2011,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2012,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2013,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2014,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2015,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2016,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2017,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2018,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2019,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,44.9
2020,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2021,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2022,SP_LGL_LNDAGSEC,F,,,,,,,,,,2023-09-07,,
2009,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2010,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2011,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2012,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2013,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2014,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2015,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2016,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2017,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2018,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2019,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,45.9
2020,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2021,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2022,SP_LGL_LNDAGSEC,M,,,,,,,,,,2023-09-07,,
2015,SP_LGL_LNDDOC,,,,,,,,,,,2020-10-25,,21.4
2015,SP_LGL_LNDDOC,F,,,,,,,,,,2020-10-25,,8.2
2015,SP_LGL_LNDSTR,,,,,,,,,,,2020-10-25,,72.8
2015,SP_LGL_LNDSTR,F,,,,,,,,,,2020-10-25,,65.4
2020,SP_TRN_PUBL,,,,,,C05,,,,,2023-07-07,Harare,74.1
2005,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,74.5001
2010,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,77.42896
2015,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,84.1467
2016,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,84.40509
2017,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,81.39463
2018,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,81.702
2019,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,81.38466
2020,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,80.16529
2021,TM_TRF_ZERO,,,,,,,,,,,2023-03-07,,78.61502
2005,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,76.22378
2010,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,77.68987
2015,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,74.50199
2016,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,75.0
2017,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,73.73737
2018,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,73.20513
2019,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,74.27241
2020,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,74.35028
2021,TM_TRF_ZERO,,,,,,,,,,AGG_AGR,2023-03-07,,73.60558
2005,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,80.0
2010,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,66.66667
2015,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,0.0
2016,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,0.0
2019,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,100.0
2020,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,100.0
2021,TM_TRF_ZERO,,,,,,,,,,AGG_ARMS,2023-03-07,,100.0
2005,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,45.98214
2010,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,80.43478
2015,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,79.72028
2016,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,76.25899
2017,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,81.67539
2018,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,81.77083
2019,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,75.24272
2020,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,69.62617
2021,TM_TRF_ZERO,,,,,,,,,,AGG_CLTH,2023-03-07,,67.68061
2005,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,76.05426
2010,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,76.36432
2015,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,87.17728
2016,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,88.18309
2017,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,84.01541
2018,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,84.66407
2019,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,84.45341
2020,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,83.69565
2021,TM_TRF_ZERO,,,,,,,,,,AGG_IND,2023-03-07,,81.51942
2021,TM_TRF_ZERO,,,,,,,,,,AGG_OIL,2023-03-07,,50.0
2005,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,73.45845
2010,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,87.21461
2015,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,90.0
2016,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,86.74699
2017,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,84.53039
2018,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,84.61538
2019,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,84.15301
2020,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,81.81818
2021,TM_TRF_ZERO,,,,,,,,,,AGG_TXT,2023-03-07,,85.89744
2018,VC_VAW_MARR,F,Y_GE15,,,,,,,,,2021-06-17,,15.8
2018,VC_VAW_MARR,F,Y15T49,,,,,,,,,2021-06-17,,18.2
2019,VC_VAW_PHYPYV,,Y1T14,,,,,,,,,2023-03-12,,64.1
2019,VC_VAW_SXVLN,F,Y18T29,,,,,,,,,2023-03-12,,2.4
2019,VC_VOV_GDSD,,,,,,,,,,,2023-07-09,,25.55
2019,VC_VOV_GDSD,,,,,,,,PD,,,2023-07-09,,48.35
2019,VC_VOV_GDSD,,,,,,,,PWD,,,2023-07-09,,26.4
2019,VC_VOV_GDSD,,,,,,,GRD_AGE,,,,2023-07-09,,4.45
2019,VC_VOV_GDSD,,,,,,,GRD_AGE,PD,,,2023-07-09,,5.5
2019,VC_VOV_GDSD,,,,,,,GRD_AGE,PWD,,,2023-07-09,,4.3
2019,VC_VOV_GDSD,,,,,,,GRD_DIS,,,,2023-07-09,,1.2
2019,VC_VOV_GDSD,,,,,,,GRD_DIS,PD,,,2023-07-09,,9.0
2019,VC_VOV_GDSD,,,,,,,GRD_DIS,PWD,,,2023-07-09,,0.9
2019,VC_VOV_GDSD,,,,,,,GRD_ETHI,,,,2023-07-09,,7.0
2019,VC_VOV_GDSD,,,,,,,GRD_ETHI,PD,,,2023-07-09,,16.3
2019,VC_VOV_GDSD,,,,,,,GRD_ETHI,PWD,,,2023-07-09,,7.2
2019,VC_VOV_GDSD,,,,,,,GRD_MARFAM,,,,2023-07-09,,7.0
2019,VC_VOV_GDSD,,,,,,,GRD_MARFAM,PD,,,2023-07-09,,15.65
2019,VC_VOV_GDSD,,,,,,,GRD_MARFAM,PWD,,,2023-07-09,,7.6
2019,VC_VOV_GDSD,,,,,,,GRD_OTHER,,,,2023-07-09,,3.65
2019,VC_VOV_GDSD,,,,,,,GRD_OTHER,PD,,,2023-07-09,,10.2
2019,VC_VOV_GDSD,,,,,,,GRD_OTHER,PWD,,,2023-07-09,,3.75
2019,VC_VOV_GDSD,,,,,,,GRD_POLVIEW,,,,2023-07-09,,3.75
2019,VC_VOV_GDSD,,,,,,,GRD_POLVIEW,PD,,,2023-07-09,,9.1
2019,VC_VOV_GDSD,,,,,,,GRD_POLVIEW,PWD,,,2023-07-09,,4.1
2019,VC_VOV_GDSD,,,,,,,GRD_RELIGION,,,,2023-07-09,,5.05
2019,VC_VOV_GDSD,,,,,,,GRD_RELIGION,PD,,,2023-07-09,,8.65
2019,VC_VOV_GDSD,,,,,,,GRD_RELIGION,PWD,,,2023-07-09,,5.05
2019,VC_VOV_GDSD,,,,,,,GRD_SEX,,,,2023-07-09,,4.9
2019,VC_VOV_GDSD,,,,,,,GRD_SEX,PD,,,2023-07-09,,10.2
2019,VC_VOV_GDSD,,,,,,,GRD_SEX,PWD,,,2023-07-09,,5.1
2019,VC_VOV_GDSD,,,,,,,GRD_WEDLOCK,,,,2023-07-09,,2.95
2019,VC_VOV_GDSD,,,,,,,GRD_WEDLOCK,PD,,,2023-07-09,,7.5
2019,VC_VOV_GDSD,,,,,,,GRD_WEDLOCK,PWD,,,2023-07-09,,2.75
2019,VC_VOV_GDSD,,,R,,,,,,,,2023-07-09,,26.85
2019,VC_VOV_GDSD,,,R,,,,GRD_AGE,,,,2023-07-09,,4.25
2019,VC_VOV_GDSD,,,R,,,,GRD_DIS,,,,2023-07-09,,1.2
2019,VC_VOV_GDSD,,,R,,,,GRD_ETHI,,,,2023-07-09,,7.7
2019,VC_VOV_GDSD,,,R,,,,GRD_MARFAM,,,,2023-07-09,,7.6
2019,VC_VOV_GDSD,,,R,,,,GRD_OTHER,,,,2023-07-09,,4.15
2019,VC_VOV_GDSD,,,R,,,,GRD_POLVIEW,,,,2023-07-09,,3.65
2019,VC_VOV_GDSD,,,R,,,,GRD_RELIGION,,,,2023-07-09,,4.9
2019,VC_VOV_GDSD,,,R,,,,GRD_SEX,,,,2023-07-09,,5.05
2019,VC_VOV_GDSD,,,R,,,,GRD_WEDLOCK,,,,2023-07-09,,3.5
2019,VC_VOV_GDSD,,,U,,,,,,,,2023-07-09,,23.45
2019,VC_VOV_GDSD,,,U,,,,GRD_AGE,,,,2023-07-09,,4.75
2019,VC_VOV_GDSD,,,U,,,,GRD_DIS,,,,2023-07-09,,1.05
2019,VC_VOV_GDSD,,,U,,,,GRD_ETHI,,,,2023-07-09,,5.8
2019,VC_VOV_GDSD,,,U,,,,GRD_MARFAM,,,,2023-07-09,,5.9
2019,VC_VOV_GDSD,,,U,,,,GRD_OTHER,,,,2023-07-09,,2.75
2019,VC_VOV_GDSD,,,U,,,,GRD_POLVIEW,,,,2023-07-09,,4.0
2019,VC_VOV_GDSD,,,U,,,,GRD_RELIGION,,,,2023-07-09,,5.2
2019,VC_VOV_GDSD,,,U,,,,GRD_SEX,,,,2023-07-09,,4.6
2019,VC_VOV_GDSD,,,U,,,,GRD_WEDLOCK,,,,2023-07-09,,2.0
2019,VC_VOV_GDSD,F,,,,,,,,,,2023-07-09,,25.2
2019,VC_VOV_GDSD,F,,,,,,,PD,,,2023-07-09,,41.5
2019,VC_VOV_GDSD,F,,,,,,,PWD,,,2023-07-09,,25.6
2019,VC_VOV_GDSD,F,,,,,,GRD_AGE,,,,2023-07-09,,3.5
2019,VC_VOV_GDSD,F,,,,,,GRD_AGE,PD,,,2023-07-09,,6.2
2019,VC_VOV_GDSD,F,,,,,,GRD_AGE,PWD,,,2023-07-09,,3.4
2019,VC_VOV_GDSD,F,,,,,,GRD_DIS,,,,2023-07-09,,1.0
2019,VC_VOV_GDSD,F,,,,,,GRD_DIS,PD,,,2023-07-09,,6.4
2019,VC_VOV_GDSD,F,,,,,,GRD_DIS,PWD,,,2023-07-09,,0.7
2019,VC_VOV_GDSD,F,,,,,,GRD_ETHI,,,,2023-07-09,,7.6
2019,VC_VOV_GDSD,F,,,,,,GRD_ETHI,PD,,,2023-07-09,,13.8
2019,VC_VOV_GDSD,F,,,,,,GRD_ETHI,PWD,,,2023-07-09,,7.7
2019,VC_VOV_GDSD,F,,,,,,GRD_MARFAM,,,,2023-07-09,,9.6
2019,VC_VOV_GDSD,F,,,,,,GRD_MARFAM,PD,,,2023-07-09,,16.6
2019,VC_VOV_GDSD,F,,,,,,GRD_MARFAM,PWD,,,2023-07-09,,10.4
2019,VC_VOV_GDSD,F,,,,,,GRD_OTHER,,,,2023-07-09,,3.1
2019,VC_VOV_GDSD,F,,,,,,GRD_OTHER,PD,,,2023-07-09,,6.6
2019,VC_VOV_GDSD,F,,,,,,GRD_OTHER,PWD,,,2023-07-09,,3.0
2019,VC_VOV_GDSD,F,,,,,,GRD_POLVIEW,,,,2023-07-09,,2.2
2019,VC_VOV_GDSD,F,,,,,,GRD_POLVIEW,PD,,,2023-07-09,,5.8
2019,VC_VOV_GDSD,F,,,,,,GRD_POLVIEW,PWD,,,2023-07-09,,2.2
2019,VC_VOV_GDSD,F,,,,,,GRD_PREGY,,,,2023-07-09,,3.3
2019,VC_VOV_GDSD,F,,,,,,GRD_PREGY,PD,,,2023-07-09,,5.8
2019,VC_VOV_GDSD,F,,,,,,GRD_PREGY,PWD,,,2023-07-09,,3.3
2019,VC_VOV_GDSD,F,,,,,,GRD_RELIGION,,,,2023-07-09,,4.9
2019,VC_VOV_GDSD,F,,,,,,GRD_RELIGION,PD,,,2023-07-09,,10.0
2019,VC_VOV_GDSD,F,,,,,,GRD_RELIGION,PWD,,,2023-07-09,,4.8
2019,VC_VOV_GDSD,F,,,,,,GRD_SEX,,,,2023-07-09,,7.1
2019,VC_VOV_GDSD,F,,,,,,GRD_SEX,PD,,,2023-07-09,,14.0
2019,VC_VOV_GDSD,F,,,,,,GRD_SEX,PWD,,,2023-07-09,,7.3
2019,VC_VOV_GDSD,F,,,,,,GRD_WEDLOCK,,,,2023-07-09,,3.3
2019,VC_VOV_GDSD,F,,,,,,GRD_WEDLOCK,PD,,,2023-07-09,,6.4
2019,VC_VOV_GDSD,F,,,,,,GRD_WEDLOCK,PWD,,,2023-07-09,,3.1
2019,VC_VOV_GDSD,F,,R,,,,,,,,2023-07-09,,26.7
2019,VC_VOV_GDSD,F,,R,,,,GRD_AGE,,,,2023-07-09,,3.4
2019,VC_VOV_GDSD,F,,R,,,,GRD_DIS,,,,2023-07-09,,1.0
2019,VC_VOV_GDSD,F,,R,,,,GRD_ETHI,,,,2023-07-09,,8.6
2019,VC_VOV_GDSD,F,,R,,,,GRD_MARFAM,,,,2023-07-09,,10.3
2019,VC_VOV_GDSD,F,,R,,,,GRD_OTHER,,,,2023-07-09,,3.4
2019,VC_VOV_GDSD,F,,R,,,,GRD_POLVIEW,,,,2023-07-09,,2.6
2019,VC_VOV_GDSD,F,,R,,,,GRD_PREGY,,,,2023-07-09,,3.7
2019,VC_VOV_GDSD,F,,R,,,,GRD_RELIGION,,,,2023-07-09,,4.6
2019,VC_VOV_GDSD,F,,R,,,,GRD_SEX,,,,2023-07-09,,7.6
2019,VC_VOV_GDSD,F,,R,,,,GRD_WEDLOCK,,,,2023-07-09,,3.7
2019,VC_VOV_GDSD,F,,U,,,,,,,,2023-07-09,,22.8
2019,VC_VOV_GDSD,F,,U,,,,GRD_AGE,,,,2023-07-09,,3.7
2019,VC_VOV_GDSD,F,,U,,,,GRD_DIS,,,,2023-07-09,,0.9
2019,VC_VOV_GDSD,F,,U,,,,GRD_ETHI,,,,2023-07-09,,6.0
2019,VC_VOV_GDSD,F,,U,,,,GRD_MARFAM,,,,2023-07-09,,8.5
2019,VC_VOV_GDSD,F,,U,,,,GRD_OTHER,,,,2023-07-09,,2.6
2019,VC_VOV_GDSD,F,,U,,,,GRD_POLVIEW,,,,2023-07-09,,1.6
2019,VC_VOV_GDSD,F,,U,,,,GRD_PREGY,,,,2023-07-09,,2.6
2019,VC_VOV_GDSD,F,,U,,,,GRD_RELIGION,,,,2023-07-09,,5.3
2019,VC_VOV_GDSD,F,,U,,,,GRD_SEX,,,,2023-07-09,,6.3
2019,VC_VOV_GDSD,F,,U,,,,GRD_WEDLOCK,,,,2023-07-09,,2.6
2019,VC_VOV_GDSD,M,,,,,,,,,,2023-07-09,,25.9
2019,VC_VOV_GDSD,M,,,,,,,PD,,,2023-07-09,,55.2
2019,VC_VOV_GDSD,M,,,,,,,PWD,,,2023-07-09,,27.2
2019,VC_VOV_GDSD,M,,,,,,GRD_AGE,,,,2023-07-09,,5.4
2019,VC_VOV_GDSD,M,,,,,,GRD_AGE,PD,,,2023-07-09,,4.8
2019,VC_VOV_GDSD,M,,,,,,GRD_AGE,PWD,,,2023-07-09,,5.2
2019,VC_VOV_GDSD,M,,,,,,GRD_DIS,,,,2023-07-09,,1.4
2019,VC_VOV_GDSD,M,,,,,,GRD_DIS,PD,,,2023-07-09,,11.6
2019,VC_VOV_GDSD,M,,,,,,GRD_DIS,PWD,,,2023-07-09,,1.1
2019,VC_VOV_GDSD,M,,,,,,GRD_ETHI,,,,2023-07-09,,6.4
2019,VC_VOV_GDSD,M,,,,,,GRD_ETHI,PD,,,2023-07-09,,18.8
2019,VC_VOV_GDSD,M,,,,,,GRD_ETHI,PWD,,,2023-07-09,,6.7
2019,VC_VOV_GDSD,M,,,,,,GRD_MARFAM,,,,2023-07-09,,4.4
2019,VC_VOV_GDSD,M,,,,,,GRD_MARFAM,PD,,,2023-07-09,,14.7
2019,VC_VOV_GDSD,M,,,,,,GRD_MARFAM,PWD,,,2023-07-09,,4.8
2019,VC_VOV_GDSD,M,,,,,,GRD_OTHER,,,,2023-07-09,,4.2
2019,VC_VOV_GDSD,M,,,,,,GRD_OTHER,PD,,,2023-07-09,,13.8
2019,VC_VOV_GDSD,M,,,,,,GRD_OTHER,PWD,,,2023-07-09,,4.5
2019,VC_VOV_GDSD,M,,,,,,GRD_POLVIEW,,,,2023-07-09,,5.3
2019,VC_VOV_GDSD,M,,,,,,GRD_POLVIEW,PD,,,2023-07-09,,12.4
2019,VC_VOV_GDSD,M,,,,,,GRD_POLVIEW,PWD,,,2023-07-09,,6.0
2019,VC_VOV_GDSD,M,,,,,,GRD_RELIGION,,,,2023-07-09,,5.2
2019,VC_VOV_GDSD,M,,,,,,GRD_RELIGION,PD,,,2023-07-09,,7.3
2019,VC_VOV_GDSD,M,,,,,,GRD_RELIGION,PWD,,,2023-07-09,,5.3
2019,VC_VOV_GDSD,M,,,,,,GRD_SEX,,,,2023-07-09,,2.7
2019,VC_VOV_GDSD,M,,,,,,GRD_SEX,PD,,,2023-07-09,,6.4
2019,VC_VOV_GDSD,M,,,,,,GRD_SEX,PWD,,,2023-07-09,,2.9
2019,VC_VOV_GDSD,M,,,,,,GRD_WEDLOCK,,,,2023-07-09,,2.6
2019,VC_VOV_GDSD,M,,,,,,GRD_WEDLOCK,PD,,,2023-07-09,,8.6
2019,VC_VOV_GDSD,M,,,,,,GRD_WEDLOCK,PWD,,,2023-07-09,,2.4
2019,VC_VOV_GDSD,M,,R,,,,,,,,2023-07-09,,27.0
2019,VC_VOV_GDSD,M,,R,,,,GRD_AGE,,,,2023-07-09,,5.1
2019,VC_VOV_GDSD,M,,R,,,,GRD_DIS,,,,2023-07-09,,1.4
2019,VC_VOV_GDSD,M,,R,,,,GRD_ETHI,,,,2023-07-09,,6.8
2019,VC_VOV_GDSD,M,,R,,,,GRD_MARFAM,,,,2023-07-09,,4.9
2019,VC_VOV_GDSD,M,,R,,,,GRD_OTHER,,,,2023-07-09,,4.9
2019,VC_VOV_GDSD,M,,R,,,,GRD_POLVIEW,,,,2023-07-09,,4.7
2019,VC_VOV_GDSD,M,,R,,,,GRD_RELIGION,,,,2023-07-09,,5.2
2019,VC_VOV_GDSD,M,,R,,,,GRD_SEX,,,,2023-07-09,,2.5
2019,VC_VOV_GDSD,M,,R,,,,GRD_WEDLOCK,,,,2023-07-09,,3.3
2019,VC_VOV_GDSD,M,,U,,,,,,,,2023-07-09,,24.1
2019,VC_VOV_GDSD,M,,U,,,,GRD_AGE,,,,2023-07-09,,5.8
2019,VC_VOV_GDSD,M,,U,,,,GRD_DIS,,,,2023-07-09,,1.2
2019,VC_VOV_GDSD,M,,U,,,,GRD_ETHI,,,,2023-07-09,,5.6
2019,VC_VOV_GDSD,M,,U,,,,GRD_MARFAM,,,,2023-07-09,,3.3
2019,VC_VOV_GDSD,M,,U,,,,GRD_OTHER,,,,2023-07-09,,2.9
2019,VC_VOV_GDSD,M,,U,,,,GRD_POLVIEW,,,,2023-07-09,,6.4
2019,VC_VOV_GDSD,M,,U,,,,GRD_RELIGION,,,,2023-07-09,,5.1
2019,VC_VOV_GDSD,M,,U,,,,GRD_SEX,,,,2023-07-09,,2.9
2019,VC_VOV_GDSD,M,,U,,,,GRD_WEDLOCK,,,,2023-07-09,,1.4
